id	name	length	belongsGroup	isSample	isType
147	D18-gDNA-s163	7644	1	1	1
148	D18-gDNA-s164	7208	1	1	1
149	D18-gDNA-s165	3269	1	1	1
150	D18-gDNA-s166	6767	1	1	1
151	D18-gDNA-s167	3179	1	1	1
152	D18-gDNA-s168	7645	1	1	1
153	D18-gDNA-s169	11441	1	1	1
154	D18-gDNA-s170	28354	1	1	1
155	D18-gDNA-s171	22365	1	1	1
156	D18-gDNA-s173	2163	1	1	1
157	D18-gDNA-s174	4207	1	1	1
158	D18-gDNA-s175	36564	1	1	1
159	D18-gDNA-s176	35613	1	1	1
160	D18-gDNA-s177	35321	1	1	1
161	D18-gDNA-s178	16666	1	1	1
162	D18-gDNA-s179	10473	1	1	1
163	D18-gDNA-s180	9120	1	1	1
164	D18-gDNA-s181	6539	1	1	1
165	D18-gDNA-s182	3492	1	1	1
166	D18-gDNA-s183	12401	1	1	1
167	D18-gDNA-s184	5784	1	1	1
168	D18-gDNA-s185	3455	1	1	1
169	D18-gDNA-s186	4345	1	1	1
170	D18-gDNA-s187	5611	1	1	1
171	D18-gDNA-s188	9606	1	1	1
172	D18-gDNA-s189	56168	1	1	1
173	D18-gDNA-s190	2296	1	1	1
174	D18-gDNA-s191	3341	1	1	1
175	D18-gDNA-s192	4484	1	1	1
176	D18-gDNA-s193	4326	1	1	1
177	D18-gDNA-s194	5097	1	1	1
178	D18-gDNA-s195	22971	1	1	1
179	D18-gDNA-s197	6307	1	1	1
180	D18-gDNA-s198	17851	1	1	1
181	D18-gDNA-s199	4854	1	1	1
182	D18-gDNA-s200	24703	1	1	1
183	D18-gDNA-s201	6330	1	1	1
184	D18-gDNA-s202	5319	1	1	1
185	D18-gDNA-s203	8880	1	1	1
186	D18-gDNA-s204	9942	1	1	1
187	D18-gDNA-s205	3547	1	1	1
188	D18-gDNA-s206	3484	1	1	1
189	D18-gDNA-s207	6062	1	1	1
190	D18-gDNA-s208	19866	1	1	1
191	D18-gDNA-s209	34303	1	1	1
192	D18-gDNA-s210	15275	1	1	1
193	D18-gDNA-s211	30357	1	1	1
194	D18-gDNA-s212	9560	1	1	1
195	D18-gDNA-s213	14610	1	1	1
196	D18-gDNA-s214	7599	1	1	1
197	D18-gDNA-s215	19546	1	1	1
198	D18-gDNA-s216	7495	1	1	1
199	D18-gDNA-s217	3401	1	1	1
200	D18-gDNA-s218	11235	1	1	1
201	D18-gDNA-s219	3753	1	1	1
202	D18-gDNA-s220	26930	1	1	1
203	D18-gDNA-s221	5814	1	1	1
204	D18-gDNA-s222	12797	1	1	1
205	D18-gDNA-s223	2380	1	1	1
206	D18-gDNA-s224	9111	1	1	1
207	D18-gDNA-s225	6561	1	1	1
208	D18-gDNA-s226	5876	1	1	1
209	D18-gDNA-s227	15971	1	1	1
210	D18-gDNA-s228	2199	1	1	1
211	D18-gDNA-s229	8655	1	1	1
212	D18-gDNA-s230	2164	1	1	1
213	D18-gDNA-s231	5954	1	1	1
214	D18-gDNA-s232	7317	1	1	1
215	D18-gDNA-s234	9516	1	1	1
216	D18-gDNA-s235	12251	1	1	1
217	D18-gDNA-s236	3425	1	1	1
218	D18-gDNA-s237	7290	1	1	1
219	D18-gDNA-s238	18491	1	1	1
220	D18-gDNA-s241	6165	1	1	1
221	D18-gDNA-s242	27972	1	1	1
222	D18-gDNA-s243	3275	1	1	1
223	D18-gDNA-s244	5842	1	1	1
224	D18-gDNA-s245	32631	1	1	1
225	D18-gDNA-s246	8272	1	1	1
226	D18-gDNA-s247	20051	1	1	1
227	D18-gDNA-s248	8507	1	1	1
228	D18-gDNA-s249	8323	1	1	1
229	D18-gDNA-s251	5935	1	1	1
230	D18-gDNA-s252	12896	1	1	1
231	D18-gDNA-s253	7709	1	1	1
232	D18-gDNA-s254	9575	1	1	1
233	D18-gDNA-s255	17599	1	1	1
234	D18-gDNA-s256	15731	1	1	1
235	D18-gDNA-s257	17221	1	1	1
236	D18-gDNA-s259	2407	1	1	1
237	D18-gDNA-s260	6523	1	1	1
238	D18-gDNA-s261	14911	1	1	1
239	D18-gDNA-s262	4876	1	1	1
240	D18-gDNA-s263	9208	1	1	1
241	D18-gDNA-s264	19033	1	1	1
242	D18-gDNA-s265	7074	1	1	1
243	D18-gDNA-s266	18461	1	1	1
244	D18-gDNA-s267	4695	1	1	1
245	D18-gDNA-s268	3443	1	1	1
246	D18-gDNA-s269	11804	1	1	1
247	D18-gDNA-s270	28711	1	1	1
248	D18-gDNA-s271	7520	1	1	1
249	D18-gDNA-s272	14560	1	1	1
250	D18-gDNA-s273	2669	1	1	1
251	D18-gDNA-s274	13553	1	1	1
252	D18-gDNA-s275	21657	1	1	1
253	D18-gDNA-s276	10322	1	1	1
254	D18-gDNA-s277	4626	1	1	1
255	D18-gDNA-s278	9177	1	1	1
256	D18-gDNA-s279	9540	1	1	1
257	D18-gDNA-s280	21062	1	1	1
258	D18-gDNA-s281	7525	1	1	1
259	D18-gDNA-s282	20507	1	1	1
260	D18-gDNA-s283	34843	1	1	1
261	D18-gDNA-s284	6465	1	1	1
262	D18-gDNA-s285	6214	1	1	1
263	D18-gDNA-s286	12772	1	1	1
264	D18-gDNA-s287	17542	1	1	1
265	D18-gDNA-s288	18292	1	1	1
266	D18-gDNA-s289	2524	1	1	1
267	D18-gDNA-s290	13710	1	1	1
268	D18-gDNA-s291	2755	1	1	1
269	D18-gDNA-s292	15640	1	1	1
270	D18-gDNA-s293	3596	1	1	1
271	D18-gDNA-s294	19302	1	1	1
272	D18-gDNA-s295	9213	1	1	1
273	D18-gDNA-s296	9434	1	1	1
274	D18-gDNA-s297	10686	1	1	1
275	D18-gDNA-s298	6093	1	1	1
276	D18-gDNA-s299	4520	1	1	1
277	D18-gDNA-s300	8353	1	1	1
278	D18-gDNA-s301	11485	1	1	1
279	D18-gDNA-s302	10135	1	1	1
280	D18-gDNA-s303	2714	1	1	1
281	D18-gDNA-s304	16105	1	1	1
282	D18-gDNA-s305	17786	1	1	1
283	D18-gDNA-s306	20181	1	1	1
284	D18-gDNA-s307	12326	1	1	1
285	D18-gDNA-s308	11655	1	1	1
286	D18-gDNA-s309	16873	1	1	1
287	D18-gDNA-s310	35545	1	1	1
288	D18-gDNA-s311	5041	1	1	1
289	D18-gDNA-s312	21894	1	1	1
290	D18-gDNA-s313	3780	1	1	1
291	D18-gDNA-s314	7958	1	1	1
292	D18-gDNA-s315	11963	1	1	1
293	D18-gDNA-s316	25812	1	1	1
294	D18-gDNA-s317	17350	1	1	1
295	D18-gDNA-s318	3897	1	1	1
296	D18-gDNA-s319	12153	1	1	1
297	D18-gDNA-s320	4569	1	1	1
298	D18-gDNA-s321	2639	1	1	1
299	D18-gDNA-s322	8123	1	1	1
300	D18-gDNA-s323	10499	1	1	1
301	D18-gDNA-s324	4302	1	1	1
302	D18-gDNA-s325	9537	1	1	1
303	D18-gDNA-s326	2497	1	1	1
304	D18-gDNA-s327	29912	1	1	1
305	D18-gDNA-s328	14207	1	1	1
306	D18-gDNA-s329	9121	1	1	1
307	D18-gDNA-s330	13173	1	1	1
308	D18-gDNA-s331	12525	1	1	1
309	D18-gDNA-s332	3396	1	1	1
310	D18-gDNA-s333	13486	1	1	1
311	D18-gDNA-s334	22208	1	1	1
312	D18-gDNA-s335	9872	1	1	1
313	D18-gDNA-s336	15588	1	1	1
314	D18-gDNA-s337	5205	1	1	1
315	D18-gDNA-s338	3793	1	1	1
316	D18-gDNA-s340	29138	1	1	1
317	D18-gDNA-s341	8795	1	1	1
318	D18-gDNA-s342	4183	1	1	1
319	D18-gDNA-s343	15779	1	1	1
320	D18-gDNA-s344	8019	1	1	1
321	D18-gDNA-s345	4337	1	1	1
322	D18-gDNA-s346	5566	1	1	1
323	D18-gDNA-s347	4171	1	1	1
324	D18-gDNA-s348	9283	1	1	1
325	D18-gDNA-s349	16898	1	1	1
326	D18-gDNA-s350	9656	1	1	1
327	D18-gDNA-s351	5628	1	1	1
328	D18-gDNA-s352	7534	1	1	1
329	D18-gDNA-s353	10449	1	1	1
330	D18-gDNA-s354	26769	1	1	1
331	D18-gDNA-s355	2694	1	1	1
332	D18-gDNA-s356	5417	1	1	1
333	D18-gDNA-s357	26564	1	1	1
334	D18-gDNA-s358	18772	1	1	1
335	D18-gDNA-s359	32988	1	1	1
336	D18-gDNA-s360	20101	1	1	1
337	D18-gDNA-s361	6090	1	1	1
338	D18-gDNA-s362	3327	1	1	1
339	D18-gDNA-s363	7747	1	1	1
340	D18-gDNA-s364	24386	1	1	1
341	D18-gDNA-s365	17691	1	1	1
342	D18-gDNA-s366	5403	1	1	1
343	D18-gDNA-s367	4942	1	1	1
344	D18-gDNA-s368	20856	1	1	1
345	D18-gDNA-s370	19901	1	1	1
346	D18-gDNA-s371	11689	1	1	1
347	D18-gDNA-s372	8850	1	1	1
348	D18-gDNA-s373	22469	1	1	1
349	D18-gDNA-s374	13186	1	1	1
350	D18-gDNA-s375	14267	1	1	1
351	D18-gDNA-s376	4773	1	1	1
352	D18-gDNA-s377	14215	1	1	1
353	D18-gDNA-s378	4080	1	1	1
354	D18-gDNA-s380	4842	1	1	1
355	D18-gDNA-s381	4116	1	1	1
356	D18-gDNA-s382	2981	1	1	1
357	D18-gDNA-s383	4135	1	1	1
358	D18-gDNA-s384	24366	1	1	1
359	D18-gDNA-s385	25600	1	1	1
360	D18-gDNA-s386	4575	1	1	1
361	D18-gDNA-s387	3723	1	1	1
362	D18-gDNA-s388	6212	1	1	1
363	D18-gDNA-s390	9562	1	1	1
364	D18-gDNA-s391	7733	1	1	1
365	D18-gDNA-s392	2862	1	1	1
366	D18-gDNA-s393	14615	1	1	1
367	D18-gDNA-s394	12659	1	1	1
368	D18-gDNA-s395	7675	1	1	1
369	D18-gDNA-s396	11589	1	1	1
370	D18-gDNA-s397	4049	1	1	1
371	D18-gDNA-s399	5242	1	1	1
372	D18-gDNA-s400	7553	1	1	1
373	D18-gDNA-s401	7950	1	1	1
374	D18-gDNA-s402	13685	1	1	1
375	D18-gDNA-s403	15124	1	1	1
376	D18-gDNA-s404	4435	1	1	1
377	D18-gDNA-s405	6224	1	1	1
378	D18-gDNA-s407	2954	1	1	1
379	D18-gDNA-s408	11137	1	1	1
380	D18-gDNA-s409	13328	1	1	1
381	D18-gDNA-s410	4996	1	1	1
382	D18-gDNA-s411	3350	1	1	1
383	D18-gDNA-s412	2615	1	1	1
384	D18-gDNA-s413	14610	1	1	1
385	D18-gDNA-s414	18167	1	1	1
386	D18-gDNA-s416	3224	1	1	1
387	D18-gDNA-s420	6706	1	1	1
388	D18-gDNA-s421	11154	1	1	1
389	D18-gDNA-s422	3218	1	1	1
390	D18-gDNA-s423	12969	1	1	1
391	D18-gDNA-s424	7278	1	1	1
392	D18-gDNA-s425	3231	1	1	1
393	D18-gDNA-s426	4323	1	1	1
394	D18-gDNA-s429	36707	1	1	1
395	D18-gDNA-s431	7238	1	1	1
396	D18-gDNA-s435	2447	1	1	1
397	D18-gDNA-s437	7424	1	1	1
398	D18-gDNA-s438	5587	1	1	1
399	D18-gDNA-s439	2730	1	1	1
400	D18-gDNA-s440	11854	1	1	1
401	D18-gDNA-s441	3985	1	1	1
402	D18-gDNA-s442	10026	1	1	1
403	D18-gDNA-s443	3156	1	1	1
404	D18-gDNA-s444	4278	1	1	1
405	D18-gDNA-s445	27958	1	1	1
406	D18-gDNA-s446	11714	1	1	1
407	D18-gDNA-s447	6941	1	1	1
408	D18-gDNA-s450	2080	1	1	1
409	D18-gDNA-s451	2591	1	1	1
410	D18-gDNA-s452	3537	1	1	1
411	D18-gDNA-s453	5675	1	1	1
412	D18-gDNA-s454	2131	1	1	1
413	D18-gDNA-s455	14155	1	1	1
414	D18-gDNA-s456	3971	1	1	1
415	D18-gDNA-s459	4757	1	1	1
416	D18-gDNA-s460	3836	1	1	1
417	D18-gDNA-s462	2230	1	1	1
418	D18-gDNA-s463	3008	1	1	1
419	D18-gDNA-s465	5032	1	1	1
420	D18-gDNA-s467	2749	1	1	1
421	D18-gDNA-s468	2902	1	1	1
422	D18-gDNA-s469	9654	1	1	1
423	D18-gDNA-s470	2668	1	1	1
424	D18-gDNA-s471	8091	1	1	1
425	D18-gDNA-s472	3629	1	1	1
426	D18-gDNA-s473	11394	1	1	1
427	D18-gDNA-s474	3032	1	1	1
428	D18-gDNA-s475	2258	1	1	1
429	D18-gDNA-s477	2522	1	1	1
430	D18-gDNA-s478	18188	1	1	1
431	D18-gDNA-s480	2271	1	1	1
432	D18-gDNA-s481	6477	1	1	1
433	D18-gDNA-s482	5555	1	1	1
434	D18-gDNA-s486	3931	1	1	1
435	D18-gDNA-s487	20930	1	1	1
436	D18-gDNA-s488	5091	1	1	1
437	D18-gDNA-s489	3666	1	1	1
438	D18-gDNA-s491	4193	1	1	1
439	D18-gDNA-s492	4923	1	1	1
440	D18-gDNA-s493	2814	1	1	1
441	D18-gDNA-s496	7317	1	1	1
442	D18-gDNA-s497	8133	1	1	1
443	D18-gDNA-s498	5432	1	1	1
444	D18-gDNA-s499	6201	1	1	1
445	D18-gDNA-s500	2434	1	1	1
446	D18-gDNA-s501	3409	1	1	1
447	D18-gDNA-s502	3822	1	1	1
448	D18-gDNA-s505	10621	1	1	1
449	D18-gDNA-s507	3574	1	1	1
450	D18-gDNA-s508	9614	1	1	1
451	D18-gDNA-s509	6989	1	1	1
452	D18-gDNA-s511	3939	1	1	1
453	D18-gDNA-s512	15514	1	1	1
454	D18-gDNA-s514	2280	1	1	1
455	D18-gDNA-s515	2111	1	1	1
456	D18-gDNA-s519	2188	1	1	1
457	D18-gDNA-s521	2708	1	1	1
458	D18-gDNA-s522	10260	1	1	1
459	D18-gDNA-s523	2708	1	1	1
460	D18-gDNA-s525	13717	1	1	1
461	D18-gDNA-s526	3165	1	1	1
462	D18-gDNA-s527	28363	1	1	1
463	D18-gDNA-s529	4636	1	1	1
464	D18-gDNA-s530	4622	1	1	1
465	D18-gDNA-s531	5051	1	1	1
466	D18-gDNA-s532	3329	1	1	1
467	D18-gDNA-s533	2546	1	1	1
468	D18-gDNA-s534	3954	1	1	1
469	D18-gDNA-s536	2128	1	1	1
470	D18-gDNA-s537	19015	1	1	1
471	D18-gDNA-s541	3272	1	1	1
472	D18-gDNA-s542	3162	1	1	1
473	D18-gDNA-s543	6324	1	1	1
474	D18-gDNA-s544	2674	1	1	1
475	D18-gDNA-s545	3505	1	1	1
476	D18-gDNA-s548	41921	1	1	1
477	D18-gDNA-s549	4772	1	1	1
478	D18-gDNA-s550	2842	1	1	1
479	D18-gDNA-s554	2121	1	1	1
480	D18-gDNA-s555	8544	1	1	1
481	D18-gDNA-s556	4913	1	1	1
482	D18-gDNA-s557	33758	1	1	1
483	D18-gDNA-s558	30122	1	1	1
484	D18-gDNA-s559	5223	1	1	1
485	D18-gDNA-s560	4689	1	1	1
486	D18-gDNA-s561	6571	1	1	1
487	D18-gDNA-s562	4147	1	1	1
488	D18-gDNA-s564	4730	1	1	1
489	D18-gDNA-s565	15295	1	1	1
490	D18-gDNA-s566	7863	1	1	1
491	D18-gDNA-s571	2475	1	1	1
492	D18-gDNA-s572	8497	1	1	1
493	D18-gDNA-s573	2979	1	1	1
494	D18-gDNA-s575	8249	1	1	1
495	D18-gDNA-s576	36989	1	1	1
496	D18-gDNA-s581	11549	1	1	1
497	D18-gDNA-s582	2110	1	1	1
498	D18-gDNA-s583	4548	1	1	1
499	D18-gDNA-s584	4955	1	1	1
500	D18-gDNA-s585	22757	1	1	1
501	D18-gDNA-s586	14351	1	1	1
502	D18-gDNA-s587	10376	1	1	1
503	D18-gDNA-s590	3622	1	1	1
504	D18-gDNA-s593	9333	1	1	1
505	D18-gDNA-s597	3447	1	1	1
506	D18-gDNA-s598	2347	1	1	1
507	D18-gDNA-s600	10426	1	1	1
508	D18-gDNA-s604	4406	1	1	1
509	D18-gDNA-s605	3070	1	1	1
510	D18-gDNA-s606	6988	1	1	1
511	D18-gDNA-s607	2865	1	1	1
512	D18-gDNA-s608	3718	1	1	1
513	D18-gDNA-s610	4035	1	1	1
514	D18-gDNA-s611	2970	1	1	1
515	D18-gDNA-s612	8315	1	1	1
516	D18-gDNA-s617	4540	1	1	1
517	D18-gDNA-s620	5678	1	1	1
518	D18-gDNA-s621	6814	1	1	1
519	D18-gDNA-s623	9402	1	1	1
520	D18-gDNA-s629	2355	1	1	1
521	D18-gDNA-s630	2638	1	1	1
522	D18-gDNA-s631	26723	1	1	1
523	D18-gDNA-s634	2527	1	1	1
524	D18-gDNA-s636	2035	1	1	1
525	D18-gDNA-s639	10910	1	1	1
526	D18-gDNA-s640	5425	1	1	1
527	D18-gDNA-s643	2477	1	1	1
528	D18-gDNA-s645	37037	1	1	1
529	D18-gDNA-s646	2505	1	1	1
530	D18-gDNA-s648	2904	1	1	1
531	D18-gDNA-s649	4316	1	1	1
532	D18-gDNA-s650	3906	1	1	1
533	D18-gDNA-s652	2899	1	1	1
534	D18-gDNA-s654	6788	1	1	1
535	D18-gDNA-s659	12294	1	1	1
536	D18-gDNA-s660	10934	1	1	1
537	D18-gDNA-s661	3554	1	1	1
538	D18-gDNA-s663	24976	1	1	1
539	D18-gDNA-s665	7228	1	1	1
540	D18-gDNA-s666	7270	1	1	1
541	D18-gDNA-s667	2657	1	1	1
542	D18-gDNA-s671	5375	1	1	1
543	D18-gDNA-s672	4680	1	1	1
544	D18-gDNA-s674	2120	1	1	1
545	D18-gDNA-s675	4214	1	1	1
546	D18-gDNA-s678	3269	1	1	1
547	D18-gDNA-s679	5190	1	1	1
548	D18-gDNA-s680	4376	1	1	1
549	D18-gDNA-s681	2972	1	1	1
550	D18-gDNA-s683	20238	1	1	1
551	D18-gDNA-s684	4210	1	1	1
552	D18-gDNA-s685	3424	1	1	1
553	D18-gDNA-s689	8852	1	1	1
554	D18-gDNA-s696	8291	1	1	1
555	D18-gDNA-s697	2906	1	1	1
556	D18-gDNA-s698	2156	1	1	1
557	D18-gDNA-s700	3333	1	1	1
558	D18-gDNA-s701	8774	1	1	1
559	D18-gDNA-s705	5210	1	1	1
560	D18-gDNA-s708	3800	1	1	1
561	D18-gDNA-s709	10539	1	1	1
562	D18-gDNA-s710	6933	1	1	1
563	D18-gDNA-s712	9770	1	1	1
564	D18-gDNA-s713	5962	1	1	1
565	D18-gDNA-s715	4195	1	1	1
566	D18-gDNA-s717	3102	1	1	1
567	D18-gDNA-s718	15292	1	1	1
568	D18-gDNA-s719	7600	1	1	1
569	D18-gDNA-s720	2729	1	1	1
570	D18-gDNA-s722	2674	1	1	1
571	D18-gDNA-s726	6510	1	1	1
572	D18-gDNA-s731	14367	1	1	1
573	D18-gDNA-s732	2863	1	1	1
574	D18-gDNA-s733	5039	1	1	1
575	D18-gDNA-s736	10245	1	1	1
576	D18-gDNA-s738	2365	1	1	1
577	D18-gDNA-s739	8789	1	1	1
578	D18-gDNA-s740	10425	1	1	1
579	D18-gDNA-s741	3981	1	1	1
580	D18-gDNA-s742	10692	1	1	1
581	D18-gDNA-s743	3473	1	1	1
582	D18-gDNA-s751	5605	1	1	1
583	D18-gDNA-s753	3302	1	1	1
584	D18-gDNA-s754	2400	1	1	1
585	D18-gDNA-s760	6766	1	1	1
586	D18-gDNA-s762	3666	1	1	1
587	D18-gDNA-s763	6617	1	1	1
588	D18-gDNA-s765	2278	1	1	1
589	D18-gDNA-s768	2351	1	1	1
590	D18-gDNA-s769	2517	1	1	1
591	D18-gDNA-s774	2271	1	1	1
592	D18-gDNA-s776	4188	1	1	1
593	D18-gDNA-s778	2234	1	1	1
594	D18-gDNA-s779	6194	1	1	1
595	D18-gDNA-s780	2087	1	1	1
596	D18-gDNA-s781	5000	1	1	1
597	D18-gDNA-s784	3484	1	1	1
598	D18-gDNA-s786	7054	1	1	1
599	D18-gDNA-s787	2005	1	1	1
600	D18-gDNA-s788	3632	1	1	1
601	D18-gDNA-s789	5539	1	1	1
602	D18-gDNA-s790	2451	1	1	1
603	D18-gDNA-s791	3613	1	1	1
604	D18-gDNA-s792	3644	1	1	1
605	D18-gDNA-s793	19175	1	1	1
606	D18-gDNA-s795	3528	1	1	1
607	D18-gDNA-s802	3095	1	1	1
608	D18-gDNA-s803	7817	1	1	1
609	D18-gDNA-s804	3265	1	1	1
610	D18-gDNA-s806	2814	1	1	1
611	D18-gDNA-s807	8748	1	1	1
612	D18-gDNA-s808	27519	1	1	1
613	D18-gDNA-s809	3402	1	1	1
614	D18-gDNA-s810	2856	1	1	1
615	D18-gDNA-s812	8452	1	1	1
616	D18-gDNA-s815	3035	1	1	1
617	D18-gDNA-s816	3656	1	1	1
618	D18-gDNA-s818	6357	1	1	1
619	D18-gDNA-s819	4243	1	1	1
620	D18-gDNA-s820	5971	1	1	1
621	D18-gDNA-s822	8032	1	1	1
622	D18-gDNA-s825	2515	1	1	1
623	D18-gDNA-s827	2301	1	1	1
624	D18-gDNA-s828	6352	1	1	1
625	D18-gDNA-s829	2636	1	1	1
626	D18-gDNA-s831	3907	1	1	1
627	D18-gDNA-s832	2349	1	1	1
628	D18-gDNA-s833	2980	1	1	1
629	D18-gDNA-s834	8717	1	1	1
630	D18-gDNA-s836	10137	1	1	1
631	D18-gDNA-s838	6073	1	1	1
632	D18-gDNA-s840	10142	1	1	1
633	D18-gDNA-s841	6039	1	1	1
634	D18-gDNA-s846	3531	1	1	1
