id	parentSeq	childSeq	strand	pStart	pEnd	cStart	cEnd	method
60	3324	5061	1	6976	8645	1	573	Blitz
61	3324	5060	1	6976	8055	1	836	Blitz
62	4279	5062	0	4068	7172	1	1096	Blitz
63	4164	5064	0	2054	3809	7	1277	Blitz
64	4164	5063	0	2054	3809	7	1259	Blitz
65	3305	5066	0	3598	4341	15	594	Blitz
66	4841	5068	1	13002	13763	124	701	Blitz
67	3305	5067	0	3598	4341	15	643	Blitz
68	1370	5069	1	3141	3737	12	608	Blitz
69	1370	5070	1	3141	3737	12	665	Blitz
70	4673	5071	0	5736	6196	129	592	Blitz
71	2446	5072	1	13412	14703	1	529	Blitz
72	4117	5073	0	18820	20101	85	551	Blitz
73	4616	5074	1	1336	4084	1	931	Blitz
74	3395	5075	1	3440	4106	1	655	Blitz
75	1634	5076	0	1909	2801	1	900	Blitz
76	4801	5077	1	22789	23436	1	648	Blitz
77	397	5065	1	3964	4830	83	949	Blitz
78	2210	5078	1	4428	6369	1	1157	Blitz
79	2211	5079	0	33622	34523	4	749	Blitz
80	160	5080	0	2979	3665	380	1067	Blitz
81	83	5081	1	8012	9070	9	1067	Blitz
82	4217	5082	1	2865	3441	8	565	Blitz
83	990	5083	0	537	948	154	564	Blitz
84	2279	5083	0	1158	1569	154	564	Blitz
85	4167	5084	1	18207	19123	2	840	Blitz
86	2210	5085	0	1062	1858	1	797	Blitz
87	3167	5086	0	15597	18643	2	619	Blitz
88	4688	5087	0	1076	3658	1	1710	Blitz
89	3172	5088	0	9014	9921	1	635	Blitz
90	1034	5088	1	3410	4227	1	635	Blitz
91	3733	5089	0	19078	21299	1	881	Blitz
92	3733	5090	0	19078	21299	1	872	Blitz
93	2121	5091	0	4590	6546	301	1133	Blitz
94	2121	5092	0	1706	6546	301	1479	Blitz
95	3848	5094	0	2669	4109	1	600	Blitz
96	2121	5093	0	4694	6546	301	1029	Blitz
97	3072	5096	0	15661	16156	18	519	Blitz
98	4527	5095	0	10517	12268	12	1394	Blitz
99	766	5097	1	8269	9240	1	820	Blitz
100	4162	5099	1	6509	9313	109	1346	Blitz
101	4162	5098	1	6261	9313	51	1541	Blitz
102	3199	5100	1	2793	3935	1	1143	Blitz
103	961	5101	0	10241	10885	1	645	Blitz
104	550	5103	0	10637	14401	1	1609	Blitz
105	550	5102	0	10637	14401	1	1645	Blitz
106	2042	5105	1	21	2284	1	1709	Blitz
107	3199	5106	0	6224	10071	138	2198	Blitz
108	2584	5107	1	4643	6336	21	874	Blitz
109	4823	5108	0	328	825	1	499	Blitz
110	2255	5109	1	754	1455	1	595	Blitz
111	2366	5110	0	2374	3094	1	643	Blitz
112	890	5111	0	1749	2195	1	447	Blitz
113	265	5112	1	6463	7297	1	835	Blitz
114	2979	5114	1	2446	4313	1	570	Blitz
115	831	5113	0	1	751	1	751	Blitz
116	4162	5118	1	15398	16182	45	748	Blitz
117	845	5118	1	1148	1943	179	748	Blitz
118	4162	5117	1	15398	16182	45	763	Blitz
119	845	5117	1	1084	1943	130	763	Blitz
120	277	5119	0	4148	6540	1	804	Blitz
121	4779	5120	0	5158	8775	1	1012	Blitz
122	2295	5104	1	967	4540	1	888	Blitz
123	3980	5123	0	3558	4305	1	313	Blitz
124	2439	5122	0	688	1987	1	471	Blitz
125	3872	5124	0	6390	6931	1	454	Blitz
126	3872	5125	0	6390	7653	1	675	Blitz
127	182	5121	0	2772	3514	10	752	Blitz
128	1636	5121	1	7948	8693	8	752	Blitz
129	3800	5126	0	1	545	1	545	Blitz
130	4616	5127	0	21974	26095	1	1052	Blitz
131	2761	5128	0	12557	13501	1	939	Blitz
132	4683	5129	0	5053	8925	62	1781	Blitz
133	2966	5130	1	3943	5262	31	699	Blitz
134	2414	5131	0	2547	6920	1	781	Blitz
135	3360	5132	1	2236	3423	1	926	Blitz
136	4929	5133	1	4135	6177	1	586	Blitz
137	1132	5134	0	4487	6084	57	1702	Blitz
138	3075	5135	0	665	1908	21	745	Blitz
139	2326	5116	1	1261	1791	132	659	Blitz
140	2326	5115	1	1261	1791	46	573	Blitz
141	3585	5137	1	8880	9630	1	604	Blitz
142	3885	5136	1	3923	4453	228	755	Blitz
143	19	5139	1	1587	3431	120	669	Blitz
144	19	5138	1	1587	3431	120	739	Blitz
145	4369	5140	0	458	3221	66	697	Blitz
146	4515	5141	1	7620	8519	1	900	Blitz
147	2617	5142	1	185	626	220	661	Blitz
148	4681	5143	0	1	1303	98	978	Blitz
149	4528	5144	1	4251	8958	1	1247	Blitz
150	2833	5145	1	3681	4263	14	506	Blitz
151	3563	5146	1	508	4136	1183	3509	Blitz
152	3563	5147	1	508	4136	1039	3365	Blitz
153	4638	5148	1	5695	7642	1	1385	Blitz
154	3250	5149	1	948	2450	1	1503	Blitz
155	1497	5150	1	1768	3027	1	1265	Blitz
156	684	5151	1	12296	12873	2	582	Blitz
157	4122	5152	0	1537	2756	1	1220	Blitz
158	3708	5153	0	6452	6941	50	538	Blitz
159	4488	5154	1	11190	12605	4	697	Blitz
160	4981	5155	1	155	3255	1	1237	Blitz
161	3287	5156	1	2789	4222	1	1434	Blitz
162	4616	5157	1	4557	6768	1	943	Blitz
163	4594	5158	0	1	2937	36	1521	Blitz
164	352	5159	1	8995	10771	1	1076	Blitz
165	2311	5160	1	14451	15582	1	581	Blitz
166	4866	5161	0	353	7301	1	1609	Blitz
167	3199	5162	1	3969	5253	1	729	Blitz
168	853	5163	1	4156	6403	1	1612	Blitz
169	2726	5164	0	10874	13865	27	1205	Blitz
170	310	5165	1	155	3274	1	1193	Blitz
171	3690	5166	1	8059	10914	1	1644	Blitz
172	3208	5167	0	4915	6514	726	2061	Blitz
173	4869	5168	0	1327	2799	1	1473	Blitz
174	3731	5170	1	441	5916	405	2021	Blitz
175	3780	5172	1	21781	23586	1	612	Blitz
176	3780	5171	1	22173	23586	158	793	Blitz
177	4565	5173	1	926	1940	1	1015	Blitz
178	3011	5174	0	6118	7421	1	1208	Blitz
179	4223	5175	0	523	4878	1	1376	Blitz
180	2210	5176	1	9	3388	1	2647	Blitz
181	4357	5177	0	2424	3540	1	780	Blitz
182	4272	5169	1	8723	9290	81	628	Blitz
183	2493	5180	1	11163	11704	124	601	Blitz
184	4134	5179	1	1393	4145	39	1759	Blitz
185	4134	5178	1	1393	4145	39	1759	Blitz
186	2977	5181	0	12334	15981	1	1256	Blitz
187	2210	5182	0	8223	9751	71	1017	Blitz
188	4585	5183	0	51	3939	1	1907	Blitz
189	3457	5184	0	4017	9490	16	1746	Blitz
190	3934	5188	0	6767	10259	58	1063	Blitz
191	3934	5186	0	6795	10259	58	1035	Blitz
192	3934	5187	0	6795	10259	58	1248	Blitz
193	3934	5185	0	6767	10259	58	1276	Blitz
194	961	5189	0	4235	4742	202	707	Blitz
195	3046	5191	1	2137	2919	1	691	Blitz
196	3046	5191	1	5138	5843	142	677	Blitz
197	3046	5192	1	5044	5911	1	698	Blitz
198	3046	5192	1	2278	5971	95	757	Blitz
199	3898	5197	0	1263	2585	1	919	Blitz
200	3898	5196	0	1263	2585	1	938	Blitz
201	3898	5195	0	1263	2585	1	1238	Blitz
202	3898	5194	0	1263	2585	1	1219	Blitz
203	2274	5199	1	16177	25057	5	1088	Blitz
204	2274	5198	1	24253	25057	33	816	Blitz
205	1021	5193	1	19300	20959	1	1660	Blitz
206	1688	5200	0	22956	24301	24	1120	Blitz
207	890	5202	1	3000	4410	1	874	Blitz
208	890	5201	1	3000	4410	1	904	Blitz
209	890	5204	1	3000	4410	1	773	Blitz
210	890	5203	1	3915	4410	1	496	Blitz
211	4386	5206	0	13167	13820	1	654	Blitz
212	890	5205	1	3000	4410	1	964	Blitz
213	2115	5190	0	9253	9830	1	611	Blitz
214	4578	5190	0	3761	4465	1	691	Blitz
215	831	5207	1	9427	13388	7	1630	Blitz
216	831	5208	1	9427	13388	7	1630	Blitz
217	4862	5210	0	7034	10054	31	1076	Blitz
218	1347	5212	0	9566	11312	1	991	Blitz
219	1347	5211	0	9566	11312	1	948	Blitz
220	4862	5209	0	7034	11230	17	1555	Blitz
221	760	5213	0	253	2040	1	1787	Blitz
222	1662	5214	1	9568	11047	261	827	Blitz
223	3955	5215	0	3175	6197	151	1755	Blitz
224	2224	5216	1	25347	26430	1	1040	Blitz
225	4078	5217	0	6709	8274	14	1301	Blitz
226	796	5218	0	3846	6435	1	1075	Blitz
227	3671	5220	0	625	1271	1	619	Blitz
228	3671	5219	0	396	1271	1	434	Blitz
229	4744	5221	1	178	5421	444	2691	Blitz
230	2488	5224	1	9415	11494	1	1107	Blitz
231	2488	5223	1	7951	11494	55	1255	Blitz
232	2488	5222	1	7951	11494	55	1184	Blitz
233	2415	5225	1	11785	12314	1	530	Blitz
234	1175	5226	1	4337	5113	1	777	Blitz
235	4343	5227	1	1686	3822	1	1716	Blitz
236	2412	5228	0	14828	15205	1	379	Blitz
237	2412	5228	0	8585	8963	1	380	Blitz
238	4959	5230	1	709	3442	1	2015	Blitz
239	4959	5229	1	709	3442	1	2006	Blitz
240	3210	5231	0	6798	7901	1	955	Blitz
241	3210	5232	0	6798	8081	13	1198	Blitz
242	4585	5233	0	17865	18343	225	703	Blitz
243	1637	5234	1	57	1793	197	852	Blitz
244	1641	5236	0	248	1899	285	731	Blitz
245	1641	5235	0	425	2155	9	633	Blitz
246	1641	5237	0	248	2155	9	712	Blitz
247	166	5238	1	8702	10379	1	964	Blitz
248	277	5239	1	378	3384	325	1030	Blitz
249	3585	5240	0	9611	15021	1	1567	Blitz
250	4585	5241	1	18024	18694	1	671	Blitz
251	719	5242	1	14294	15822	1	529	Blitz
252	3026	5246	1	3312	4312	1	639	Blitz
253	3026	5244	1	3312	4312	1	638	Blitz
254	3026	5247	1	3312	4483	1	825	Blitz
255	3026	5243	1	3312	4312	1	855	Blitz
256	3026	5245	1	3312	4483	1	1041	Blitz
257	3756	5248	1	24413	25875	1	1461	Blitz
258	1259	5252	0	1667	3205	158	1116	Blitz
259	1259	5250	0	1667	3205	131	1089	Blitz
260	1259	5253	0	1956	3205	131	800	Blitz
261	1259	5249	0	1667	3435	1	1083	Blitz
262	1259	5251	0	1956	3435	1	794	Blitz
263	3514	5254	0	630	3045	1	1639	Blitz
264	3514	5255	0	630	3045	1	1627	Blitz
265	3708	5258	0	7887	8855	55	795	Blitz
266	4529	5257	1	20416	20984	169	736	Blitz
267	158	5259	1	20461	21258	73	786	Blitz
268	4529	5256	1	20416	20984	265	832	Blitz
269	4122	5260	1	4791	7942	1	1250	Blitz
270	4122	5261	1	4608	7942	1	1250	Blitz
271	2977	5262	1	9117	12936	39	1262	Blitz
272	3914	5263	1	537	5736	1	1598	Blitz
273	877	5266	1	1106	3141	1	1180	Blitz
274	877	5270	1	1765	3239	1	958	Blitz
275	877	5269	1	1363	3141	178	1275	Blitz
276	877	5265	1	1363	3289	504	1654	Blitz
277	877	5271	1	1765	3239	1	1030	Blitz
278	877	5268	1	1363	3141	522	1524	Blitz
279	877	5264	1	1363	3289	718	1868	Blitz
280	877	5276	1	1106	3239	1	1206	Blitz
281	877	5275	1	1363	3239	178	1373	Blitz
282	877	5281	1	1765	3141	1	932	Blitz
283	877	5274	1	1363	3289	504	1677	Blitz
284	877	5267	1	1363	3289	718	1796	Blitz
285	877	5277	1	1363	3289	504	1749	Blitz
286	877	5272	1	1363	3289	522	1695	Blitz
287	877	5280	1	1363	3239	178	1301	Blitz
288	877	5279	1	1363	3239	522	1622	Blitz
289	877	5273	1	1363	3289	522	1767	Blitz
290	877	5284	1	1106	3239	1	1278	Blitz
291	877	5285	1	1363	3289	504	1582	Blitz
292	877	5282	1	1363	3289	718	1891	Blitz
293	877	5278	1	1363	3289	718	1963	Blitz
294	877	5283	1	1363	3289	522	1600	Blitz
295	3498	5286	0	3679	6107	1	1334	Blitz
296	4798	5287	0	5858	6395	1	538	Blitz
297	796	5288	1	1	2738	591	2108	Blitz
298	4451	5289	0	5293	7372	246	2270	Blitz
299	3544	5290	1	3488	4616	2	1130	Blitz
300	2966	5295	0	6631	10342	6	1391	Blitz
301	2966	5296	0	6398	10342	6	1624	Blitz
302	2966	5293	0	6398	11478	384	2491	Blitz
303	2966	5294	0	6631	11478	384	2258	Blitz
304	3387	5297	0	737	5942	1	2456	Blitz
305	4736	5298	1	5378	6347	4	979	Blitz
306	4034	5301	0	1643	3015	364	1296	Blitz
307	4034	5302	0	1643	4361	1	1521	Blitz
308	4736	5299	1	4912	6347	447	1889	Blitz
309	4736	5300	1	4912	6347	552	1994	Blitz
310	123	5306	1	5563	6846	154	1203	Blitz
311	123	5305	1	5563	6846	348	1397	Blitz
312	4562	5308	1	1385	3375	1	707	Blitz
313	4562	5310	1	1385	3375	1	719	Blitz
314	4562	5309	1	1385	3375	1	889	Blitz
315	4562	5313	1	1214	3375	1	649	Blitz
316	4562	5311	1	1214	3375	1	860	Blitz
317	4562	5307	1	1214	3375	1	1042	Blitz
318	4562	5315	1	1214	3375	1	872	Blitz
319	4562	5314	1	1385	3375	1	901	Blitz
320	4562	5312	1	1214	3375	1	1054	Blitz
321	1994	5316	1	670	2086	392	1808	Blitz
322	1347	5317	0	618	2834	1	764	Blitz
323	4710	5318	1	849	3307	1	1598	Blitz
324	4515	5319	0	6128	7637	1	1510	Blitz
325	3702	5320	0	11256	12205	2	843	Blitz
326	4306	5321	0	5583	9943	12	2084	Blitz
327	4275	5291	0	886	2350	15	800	Blitz
328	3718	5322	1	1513	2641	1	532	Blitz
329	1175	5323	1	777	5127	37	2325	Blitz
330	470	5324	1	362	4239	1	1824	Blitz
331	2210	5326	1	14440	14814	35	409	Blitz
332	4090	5325	1	11711	14929	1	2058	Blitz
333	4817	5304	1	8578	9105	1	528	Blitz
334	4043	5329	0	5167	7397	12	1584	Blitz
335	4043	5327	0	5368	7397	12	1360	Blitz
336	4043	5328	0	5167	7397	12	1567	Blitz
337	4275	5292	0	886	2389	15	839	Blitz
338	3046	5330	0	6587	8724	1	1348	Blitz
339	1210	5333	0	2755	3238	1	489	Blitz
340	1210	5331	0	1137	1765	49	623	Blitz
341	1210	5332	0	1137	3238	1	1047	Blitz
342	4817	5303	1	8578	9346	1	652	Blitz
343	4727	5335	1	1500	2857	1	1356	Blitz
344	101	5334	1	11456	13642	103	1217	Blitz
345	4964	5336	0	2121	6892	39	1152	Blitz
346	4759	5338	0	2773	4877	1	2105	Blitz
347	4759	5337	0	2773	4737	166	2130	Blitz
348	3660	5339	1	27110	28062	1	689	Blitz
349	4918	5340	1	395	2177	233	1378	Blitz
350	4122	5341	0	10078	12825	283	1521	Blitz
351	4122	5342	0	10078	12825	564	1802	Blitz
352	1397	5344	1	3961	5981	1	766	Blitz
353	1397	5343	1	1493	5981	1	1547	Blitz
354	352	5345	0	4282	6195	394	1204	Blitz
355	4736	5352	1	6391	8203	502	1534	Blitz
356	4736	5350	1	6391	8203	429	1461	Blitz
357	4736	5353	1	6391	8203	502	1491	Blitz
358	4736	5349	1	6391	8481	502	1698	Blitz
359	4736	5351	1	6391	8481	429	1625	Blitz
360	4736	5354	1	6391	8481	429	1582	Blitz
361	4736	5348	1	6391	8481	502	1655	Blitz
362	4736	5355	1	6391	8203	429	1418	Blitz
363	3690	5347	0	2480	7419	31	2347	Blitz
364	3690	5346	0	2480	7562	1	2460	Blitz
365	2417	5356	1	1	2143	479	2530	Blitz
366	2210	5357	1	15557	16140	21	604	Blitz
367	2210	5358	1	14792	16140	1	1369	Blitz
368	2210	5359	1	14792	16140	1	1349	Blitz
369	4803	5360	0	2057	9622	1	1923	Blitz
370	4803	5361	0	2057	8714	11	1784	Blitz
371	4803	5362	0	2057	9570	49	1945	Blitz
372	4539	5366	0	7904	8501	1	597	Blitz
373	4539	5367	0	6522	8501	1	1260	Blitz
374	3268	5368	0	5707	7058	1	897	Blitz
375	3268	5369	0	5707	6904	28	807	Blitz
376	3268	5370	0	5707	7058	1	934	Blitz
377	2035	5371	0	385	2700	227	2542	Blitz
378	4455	5372	0	607	6464	313	2027	Blitz
379	4455	5373	0	607	6464	313	2027	Blitz
380	3167	5374	0	13391	14729	1	1241	Blitz
381	1248	5376	0	7769	8948	243	1434	Blitz
382	1248	5375	0	7769	8948	306	1497	Blitz
383	1248	5377	0	7769	9053	204	1477	Blitz
384	284	5378	1	6381	10532	1	1710	Blitz
385	3319	5379	1	6905	7498	1	594	Blitz
386	3908	5381	1	3633	4417	176	707	Blitz
387	3908	5383	1	3633	4417	176	684	Blitz
388	3908	5382	1	3726	4417	213	629	Blitz
389	3762	5385	0	10897	11958	1	977	Blitz
390	3762	5384	0	10897	11958	1	994	Blitz
391	3309	5386	0	659	2550	1	1434	Blitz
392	2502	5364	1	24313	24909	1	557	Blitz
393	3677	5387	1	5238	5649	187	598	Blitz
394	3009	5388	1	2112	2886	38	499	Blitz
395	2242	5365	0	186	896	314	1021	Blitz
396	3144	5391	1	15469	15961	1	421	Blitz
397	3144	5392	1	15469	16209	1	669	Blitz
398	3572	5393	0	1655	3064	1	1410	Blitz
399	1649	5380	1	5532	6265	1	737	Blitz
400	3533	5394	0	1609	2684	1	721	Blitz
401	1662	5395	0	3881	5158	403	1656	Blitz
402	4987	5396	0	1455	2056	1	502	Blitz
403	4987	5398	0	1455	2182	86	573	Blitz
404	4987	5397	0	1455	6325	26	1504	Blitz
405	3026	5400	1	1	709	77	701	Blitz
406	1947	5399	0	6551	7114	1	556	Blitz
407	4164	5401	0	13984	16435	1	1785	Blitz
408	3593	5402	1	24746	26017	1	1164	Blitz
409	3996	5403	0	7466	8179	1	714	Blitz
410	3996	5404	0	7466	8674	589	1797	Blitz
411	4451	5405	1	5890	7397	1	1438	Blitz
412	2761	5407	1	9215	10648	1	660	Blitz
413	2761	5406	1	9215	10619	1	631	Blitz
414	1911	5408	0	11039	15965	1	2473	Blitz
415	1242	5409	1	4282	4925	1	644	Blitz
416	2225	5411	1	14510	16409	42	970	Blitz
417	2225	5410	1	14169	16409	36	1326	Blitz
418	4105	5412	0	6398	8324	1	875	Blitz
419	3880	5413	0	15006	15698	127	817	Blitz
420	2394	5414	0	1585	2414	1	648	Blitz
421	1943	5418	1	9270	10158	4	865	Blitz
422	791	5415	0	2424	4648	1	1613	Blitz
423	3336	5416	0	4482	5655	644	1808	Blitz
424	2716	5420	1	4599	11244	1	1105	Blitz
425	2716	5420	1	605	3373	3	1105	Blitz
426	2716	5419	1	605	7028	3	796	Blitz
427	2716	5419	1	4599	6928	1	726	Blitz
428	3336	5417	0	4482	7131	389	3038	Blitz
429	2084	5363	1	4459	6671	33	782	Blitz
430	1401	5422	0	1310	3940	1	1400	Blitz
431	1401	5423	0	1786	3940	1	926	Blitz
432	3561	5421	1	1	1199	64	1262	Blitz
433	550	5424	1	2995	4283	19	922	Blitz
434	550	5425	1	4473	9557	6	1732	Blitz
435	4162	5426	0	1979	4485	1	1829	Blitz
436	1585	5427	0	13309	16221	1	2913	Blitz
437	4504	5428	1	10384	13451	1	1836	Blitz
438	3957	5429	1	15152	16933	1	716	Blitz
439	904	5431	0	2369	5132	1	2273	Blitz
440	904	5430	0	2369	5132	1	2201	Blitz
441	3793	5434	0	13776	15916	1	737	Blitz
442	3793	5435	0	13776	15916	1	847	Blitz
443	3793	5432	0	13776	16032	1	864	Blitz
444	3793	5439	0	13776	16032	1	974	Blitz
445	3793	5440	0	13776	16032	1	1073	Blitz
446	3793	5436	0	13776	15916	1	1498	Blitz
447	3793	5437	0	13776	16032	1	1625	Blitz
448	3793	5433	0	13776	15916	1	1608	Blitz
449	3793	5441	0	13776	16032	1	1735	Blitz
450	3793	5438	0	13776	16032	1	1834	Blitz
451	2478	5442	1	49906	53334	1	3133	Blitz
452	2677	5444	0	12219	14645	1	1445	Blitz
453	2677	5446	0	12219	14645	1	1580	Blitz
454	2677	5443	0	12219	14645	1	1507	Blitz
455	2677	5445	0	12219	14645	1	1518	Blitz
456	2838	5447	0	12757	16780	1	1800	Blitz
457	2838	5449	0	12301	16780	1	1898	Blitz
458	2838	5448	0	12757	16780	1	1726	Blitz
459	2838	5451	0	13119	16780	1	1451	Blitz
460	2838	5452	0	12301	16780	1	1824	Blitz
461	2838	5450	0	13119	16780	1	1525	Blitz
462	2584	5453	1	2048	2585	59	609	Blitz
463	904	5454	1	5120	6194	1	1025	Blitz
464	904	5456	1	5120	6194	1	1072	Blitz
465	904	5455	1	5120	6194	1	1087	Blitz
466	793	5457	1	3360	6786	1	1634	Blitz
467	4203	5458	0	1742	4726	11	1252	Blitz
468	4203	5459	0	1742	11215	138	3694	Blitz
469	351	5460	1	1339	4419	1	1285	Blitz
470	4599	5464	1	6025	6535	78	597	Blitz
471	3762	5465	1	11937	12457	3	533	Blitz
472	3942	5461	0	6424	10090	165	906	Blitz
473	3942	5462	0	6424	10287	1	855	Blitz
474	3942	5463	0	6424	10287	1	855	Blitz
475	352	5466	1	11865	13769	114	1816	Blitz
476	4529	5471	1	17404	18730	1	777	Blitz
477	4529	5479	1	17404	18730	1	866	Blitz
478	4529	5473	1	17404	19769	1	1808	Blitz
479	4529	5470	1	17404	19769	1	1897	Blitz
480	4529	5474	1	17404	19769	1	2227	Blitz
481	4529	5469	1	17404	19769	1	2138	Blitz
482	4529	5472	1	17404	20409	1	2448	Blitz
483	4529	5478	1	17404	20409	1	2235	Blitz
484	4529	5476	1	17404	20409	1	2146	Blitz
485	4529	5480	1	17404	20409	1	2537	Blitz
486	4529	5475	1	17404	20409	1	2565	Blitz
487	4529	5477	1	17404	20409	1	2476	Blitz
488	4529	5467	1	17404	20409	1	2778	Blitz
489	4529	5468	1	17404	20409	1	2867	Blitz
490	3046	5481	1	11106	12520	1	1415	Blitz
491	4496	5484	0	867	1336	32	476	Blitz
492	4496	5482	0	1101	2721	3	1103	Blitz
493	4496	5483	0	867	2721	3	1312	Blitz
494	4533	5485	0	19884	20471	279	866	Blitz
495	4533	5487	0	19884	20471	280	867	Blitz
496	4533	5486	0	19884	20471	253	840	Blitz
497	4426	5489	1	5817	7472	39	739	Blitz
498	4426	5488	1	5817	7472	39	722	Blitz
499	3502	5490	1	6386	8319	121	1490	Blitz
500	3179	5493	0	160	724	195	775	Blitz
501	3974	5492	0	8663	9426	142	885	Blitz
502	3974	5491	0	8663	10092	66	1448	Blitz
503	3850	5500	1	1040	1555	100	515	Blitz
504	3850	5503	1	1315	1769	50	511	Blitz
505	3850	5501	1	1183	1769	26	536	Blitz
506	3850	5502	1	47	1769	1	777	Blitz
507	3850	5498	1	1183	1769	26	623	Blitz
508	3850	5499	1	1040	1769	100	753	Blitz
509	3850	5497	1	1040	1769	100	840	Blitz
510	2332	5504	1	8584	9388	71	887	Blitz
511	4167	5505	1	14108	14790	51	733	Blitz
512	612	5506	0	5073	6419	1	514	Blitz
513	4838	5496	0	17868	18526	58	714	Blitz
514	4838	5494	0	17868	18525	289	946	Blitz
515	4838	5495	0	17868	18526	146	804	Blitz
516	2833	5507	0	2852	3351	5	504	Blitz
517	1641	5508	0	7773	10520	682	3428	Blitz
518	2850	5509	1	319	4195	1	1694	Blitz
519	2366	5511	0	2102	5336	137	2678	Blitz
520	2366	5510	0	2355	5336	137	2425	Blitz
521	1561	5512	1	5619	8885	1	1217	Blitz
522	2966	5516	1	1711	4949	122	1109	Blitz
523	2966	5515	1	20	1837	74	946	Blitz
524	2966	5523	1	1703	3643	97	621	Blitz
525	2966	5520	1	20	1837	74	1180	Blitz
526	2966	5521	1	20	1837	74	1059	Blitz
527	2966	5517	1	20	4283	74	1604	Blitz
528	2966	5522	1	20	1837	74	1293	Blitz
529	2966	5519	1	20	4000	74	1524	Blitz
530	2966	5518	1	20	4949	74	2154	Blitz
531	2966	5524	1	20	4949	74	2041	Blitz
532	1689	5514	1	6435	7132	329	1025	Blitz
533	4715	5525	0	7566	7889	1	324	Blitz
534	765	5526	1	1796	3207	1	1413	Blitz
535	765	5527	1	1816	3207	1	1378	Blitz
536	1011	5513	0	10545	11870	1	1194	Blitz
537	3520	5529	0	2046	3622	38	900	Blitz
538	4495	5528	0	11506	14693	9	494	Blitz
539	3352	5531	0	214	1615	1	951	Blitz
540	3352	5532	0	214	1615	1	1045	Blitz
541	3352	5534	0	216	1615	1	949	Blitz
542	3352	5535	0	216	1615	1	1043	Blitz
543	3352	5536	0	260	1615	1	999	Blitz
544	3352	5543	0	216	1615	1	949	Blitz
545	3352	5537	0	216	1615	1	1043	Blitz
546	3352	5533	0	216	1615	1	949	Blitz
547	3352	5542	0	260	1615	1	905	Blitz
548	3352	5545	0	260	1615	1	905	Blitz
549	3352	5540	0	1	1615	1	1121	Blitz
550	3352	5538	0	227	1615	1	1032	Blitz
551	3352	5530	0	227	1615	1	1032	Blitz
552	3352	5546	0	227	1615	1	938	Blitz
553	3352	5544	0	260	1615	1	999	Blitz
