id	name	length	belongsGroup	isSample	isType
6943	D18-gDNA-s176.g343	1806	4	1	8
6944	D18-gDNA-s176.g344	342	4	1	8
6945	D18-gDNA-s176.g345	886	4	1	8
6946	D18-gDNA-s176.g346	1136	4	1	8
6947	D18-gDNA-s176.g347	829	4	1	8
6948	D18-gDNA-s176.g348	1343	4	1	8
6949	D18-gDNA-s177.g349	192	4	1	8
6950	D18-gDNA-s177.g350	168	4	1	8
6951	D18-gDNA-s177.g351	378	4	1	8
6952	D18-gDNA-s177.g352	1109	4	1	8
6953	D18-gDNA-s177.g353	1592	4	1	8
6954	D18-gDNA-s177.g354	272	4	1	8
6955	D18-gDNA-s177.g355	339	4	1	8
6956	D18-gDNA-s177.g356	129	4	1	8
6957	D18-gDNA-s177.g357	122	4	1	8
6958	D18-gDNA-s178.g358	452	4	1	8
6959	D18-gDNA-s178.g359	131	4	1	8
6960	D18-gDNA-s179.g360	296	4	1	8
6961	D18-gDNA-s179.g361	322	4	1	8
6962	D18-gDNA-s180.g362	2256	4	1	8
6963	D18-gDNA-s181.g363	291	4	1	8
6964	D18-gDNA-s181.g364	1073	4	1	8
6965	D18-gDNA-s183.g365	135	4	1	8
6966	D18-gDNA-s183.g366	372	4	1	8
6967	D18-gDNA-s183.g367	198	4	1	8
6968	D18-gDNA-s184.g368	1159	4	1	8
6969	D18-gDNA-s186.g370	1090	4	1	8
6970	D18-gDNA-s187.g371	354	4	1	8
6971	D18-gDNA-s188.g372	853	4	1	8
6972	D18-gDNA-s188.g373	582	4	1	8
6973	D18-gDNA-s189.g374	581	4	1	8
6974	D18-gDNA-s189.g375	764	4	1	8
6975	D18-gDNA-s189.g376	589	4	1	8
6976	D18-gDNA-s189.g377	1932	4	1	8
6977	D18-gDNA-s189.g378	1234	4	1	8
6978	D18-gDNA-s189.g379	588	4	1	8
6979	D18-gDNA-s189.g380	3195	4	1	8
6980	D18-gDNA-s190.g381	144	4	1	8
6981	D18-gDNA-s192.g382	902	4	1	8
6982	D18-gDNA-s193.g383	183	4	1	8
6983	D18-gDNA-s194.g384	1090	4	1	8
6984	D18-gDNA-s195.g387	303	4	1	8
6985	D18-gDNA-s195.g388	146	4	1	8
6986	D18-gDNA-s195.g389	423	4	1	8
6987	D18-gDNA-s197.g390	885	4	1	8
6988	D18-gDNA-s197.g391	1000	4	1	8
6989	D18-gDNA-s198.g392	246	4	1	8
6990	D18-gDNA-s198.g393	136	4	1	8
6991	D18-gDNA-s198.g394	453	4	1	8
6992	D18-gDNA-s198.g395	991	4	1	8
6993	D18-gDNA-s199.g396	293	4	1	8
6994	D18-gDNA-s200.g397	918	4	1	8
6995	D18-gDNA-s200.g398	149	4	1	8
6996	D18-gDNA-s200.g399	134	4	1	8
6997	D18-gDNA-s200.g400	380	4	1	8
6998	D18-gDNA-s200.g401	840	4	1	8
6999	D18-gDNA-s201.g402	658	4	1	8
7000	D18-gDNA-s202.g403	513	4	1	8
7001	D18-gDNA-s203.g404	859	4	1	8
7002	D18-gDNA-s203.g405	475	4	1	8
7003	D18-gDNA-s204.g406	1051	4	1	8
7004	D18-gDNA-s205.g407	1148	4	1	8
7005	D18-gDNA-s207.g408	1146	4	1	8
7006	D18-gDNA-s207.g409	461	4	1	8
7007	D18-gDNA-s208.g410	2512	4	1	8
7008	D18-gDNA-s208.g411	870	4	1	8
7009	D18-gDNA-s208.g412	951	4	1	8
7010	D18-gDNA-s208.g413	238	4	1	8
7011	D18-gDNA-s209.g414	1987	4	1	8
7012	D18-gDNA-s209.g415	250	4	1	8
7013	D18-gDNA-s209.g416	351	4	1	8
7014	D18-gDNA-s209.g417	310	4	1	8
7015	D18-gDNA-s209.g418	428	4	1	8
7016	D18-gDNA-s209.g420	250	4	1	8
7017	D18-gDNA-s210.g421	371	4	1	8
7018	D18-gDNA-s210.g422	394	4	1	8
7019	D18-gDNA-s210.g423	687	4	1	8
7020	D18-gDNA-s210.g424	691	4	1	8
7021	D18-gDNA-s211.g425	400	4	1	8
7022	D18-gDNA-s211.g426	409	4	1	8
7023	D18-gDNA-s211.g427	577	4	1	8
7024	D18-gDNA-s211.g428	801	4	1	8
7025	D18-gDNA-s211.g429	511	4	1	8
7026	D18-gDNA-s212.g430	427	4	1	8
7027	D18-gDNA-s212.g431	139	4	1	8
7028	D18-gDNA-s213.g432	503	4	1	8
7029	D18-gDNA-s213.g433	1021	4	1	8
7030	D18-gDNA-s214.g434	1666	4	1	8
7031	D18-gDNA-s215.g435	1699	4	1	8
7032	D18-gDNA-s215.g436	147	4	1	8
7033	D18-gDNA-s215.g437	378	4	1	8
7034	D18-gDNA-s215.g438	103	4	1	8
7035	D18-gDNA-s216.g439	313	4	1	8
7036	D18-gDNA-s216.g440	1172	4	1	8
7037	D18-gDNA-s217.g441	130	4	1	8
7038	D18-gDNA-s218.g442	574	4	1	8
7039	D18-gDNA-s219.g443	1019	4	1	8
7040	D18-gDNA-s220.g444	471	4	1	8
7041	D18-gDNA-s220.g445	1086	4	1	8
7042	D18-gDNA-s220.g446	731	4	1	8
7043	D18-gDNA-s220.g447	465	4	1	8
7044	D18-gDNA-s221.g449	169	4	1	8
7045	D18-gDNA-s221.g450	313	4	1	8
7046	D18-gDNA-s224.g452	599	4	1	8
7047	D18-gDNA-s224.g453	159	4	1	8
7048	D18-gDNA-s225.g454	193	4	1	8
7049	D18-gDNA-s226.g455	266	4	1	8
7050	D18-gDNA-s226.g456	379	4	1	8
7051	D18-gDNA-s227.g457	899	4	1	8
7052	D18-gDNA-s227.g458	163	4	1	8
7053	D18-gDNA-s229.g459	1614	4	1	8
7054	D18-gDNA-s229.g460	413	4	1	8
7055	D18-gDNA-s230.g461	464	4	1	8
7056	D18-gDNA-s231.g462	659	4	1	8
7057	D18-gDNA-s232.g463	391	4	1	8
7058	D18-gDNA-s232.g464	476	4	1	8
7059	D18-gDNA-s234.g465	1101	4	1	8
7060	D18-gDNA-s235.g468	1155	4	1	8
7061	D18-gDNA-s236.g469	896	4	1	8
7062	D18-gDNA-s237.g470	1253	4	1	8
7063	D18-gDNA-s238.g471	881	4	1	8
7064	D18-gDNA-s238.g472	222	4	1	8
7065	D18-gDNA-s238.g473	843	4	1	8
7066	D18-gDNA-s238.g474	359	4	1	8
7067	D18-gDNA-s242.g476	480	4	1	8
7068	D18-gDNA-s242.g477	262	4	1	8
7069	D18-gDNA-s242.g478	979	4	1	8
7070	D18-gDNA-s242.g479	222	4	1	8
7071	D18-gDNA-s242.g480	243	4	1	8
7072	D18-gDNA-s242.g481	616	4	1	8
7073	D18-gDNA-s243.g482	401	4	1	8
7074	D18-gDNA-s244.g483	748	4	1	8
7075	D18-gDNA-s244.g484	203	4	1	8
7076	D18-gDNA-s245.g486	138	4	1	8
7077	D18-gDNA-s245.g487	100	4	1	8
7078	D18-gDNA-s245.g488	103	4	1	8
7079	D18-gDNA-s245.g489	1628	4	1	8
7080	D18-gDNA-s245.g490	612	4	1	8
7081	D18-gDNA-s246.g492	406	4	1	8
7082	D18-gDNA-s246.g493	1132	4	1	8
7083	D18-gDNA-s247.g494	490	4	1	8
7084	D18-gDNA-s247.g495	293	4	1	8
7085	D18-gDNA-s247.g496	468	4	1	8
7086	D18-gDNA-s247.g497	328	4	1	8
7087	D18-gDNA-s247.g498	534	4	1	8
7088	D18-gDNA-s248.g499	1171	4	1	8
7089	D18-gDNA-s248.g500	407	4	1	8
7090	D18-gDNA-s251.g501	153	4	1	8
7091	D18-gDNA-s251.g502	325	4	1	8
7092	D18-gDNA-s252.g503	1139	4	1	8
7093	D18-gDNA-s252.g504	144	4	1	8
7094	D18-gDNA-s253.g505	138	4	1	8
7095	D18-gDNA-s253.g506	1528	4	1	8
7096	D18-gDNA-s254.g507	1338	4	1	8
7097	D18-gDNA-s255.g508	626	4	1	8
7098	D18-gDNA-s255.g509	1178	4	1	8
7099	D18-gDNA-s255.g510	695	4	1	8
7100	D18-gDNA-s256.g511	750	4	1	8
7101	D18-gDNA-s256.g512	120	4	1	8
7102	D18-gDNA-s256.g513	1134	4	1	8
7103	D18-gDNA-s257.g514	755	4	1	8
7104	D18-gDNA-s257.g515	257	4	1	8
7105	D18-gDNA-s257.g516	315	4	1	8
7106	D18-gDNA-s257.g517	282	4	1	8
7107	D18-gDNA-s259.g518	297	4	1	8
7108	D18-gDNA-s259.g519	146	4	1	8
7109	D18-gDNA-s260.g520	210	4	1	8
7110	D18-gDNA-s261.g522	693	4	1	8
7111	D18-gDNA-s261.g523	392	4	1	8
7112	D18-gDNA-s263.g525	231	4	1	8
7113	D18-gDNA-s263.g526	531	4	1	8
7114	D18-gDNA-s264.g527	1822	4	1	8
7115	D18-gDNA-s264.g528	1678	4	1	8
7116	D18-gDNA-s264.g529	518	4	1	8
7117	D18-gDNA-s265.g530	142	4	1	8
7118	D18-gDNA-s266.g531	103	4	1	8
7119	D18-gDNA-s266.g532	104	4	1	8
7120	D18-gDNA-s268.g534	443	4	1	8
7121	D18-gDNA-s269.g535	638	4	1	8
7122	D18-gDNA-s270.g536	342	4	1	8
7123	D18-gDNA-s270.g537	214	4	1	8
7124	D18-gDNA-s270.g538	1186	4	1	8
7125	D18-gDNA-s270.g539	402	4	1	8
7126	D18-gDNA-s271.g540	441	4	1	8
7127	D18-gDNA-s272.g542	678	4	1	8
7128	D18-gDNA-s272.g543	105	4	1	8
7129	D18-gDNA-s272.g544	506	4	1	8
7130	D18-gDNA-s273.g545	433	4	1	8
7131	D18-gDNA-s274.g546	289	4	1	8
7132	D18-gDNA-s274.g547	110	4	1	8
7133	D18-gDNA-s274.g548	125	4	1	8
7134	D18-gDNA-s274.g549	416	4	1	8
7135	D18-gDNA-s275.g550	411	4	1	8
7136	D18-gDNA-s275.g551	1566	4	1	8
7137	D18-gDNA-s276.g552	575	4	1	8
7138	D18-gDNA-s276.g553	1832	4	1	8
7139	D18-gDNA-s277.g554	904	4	1	8
7140	D18-gDNA-s279.g555	644	4	1	8
7141	D18-gDNA-s279.g556	949	4	1	8
7142	D18-gDNA-s280.g557	390	4	1	8
7143	D18-gDNA-s280.g558	122	4	1	8
7144	D18-gDNA-s281.g559	359	4	1	8
7145	D18-gDNA-s282.g560	511	4	1	8
7146	D18-gDNA-s282.g561	508	4	1	8
7147	D18-gDNA-s282.g562	456	4	1	8
7148	D18-gDNA-s282.g563	262	4	1	8
7149	D18-gDNA-s283.g564	818	4	1	8
7150	D18-gDNA-s283.g565	689	4	1	8
7151	D18-gDNA-s283.g566	896	4	1	8
7152	D18-gDNA-s283.g567	132	4	1	8
7153	D18-gDNA-s283.g568	195	4	1	8
7154	D18-gDNA-s283.g569	400	4	1	8
7155	D18-gDNA-s283.g570	794	4	1	8
7156	D18-gDNA-s284.g571	1063	4	1	8
7157	D18-gDNA-s285.g572	157	4	1	8
7158	D18-gDNA-s285.g573	535	4	1	8
7159	D18-gDNA-s286.g574	1660	4	1	8
7160	D18-gDNA-s287.g575	1017	4	1	8
7161	D18-gDNA-s287.g576	562	4	1	8
7162	D18-gDNA-s287.g577	851	4	1	8
7163	D18-gDNA-s288.g579	833	4	1	8
7164	D18-gDNA-s288.g580	274	4	1	8
7165	D18-gDNA-s288.g581	361	4	1	8
7166	D18-gDNA-s289.g582	320	4	1	8
7167	D18-gDNA-s290.g583	567	4	1	8
7168	D18-gDNA-s290.g584	138	4	1	8
7169	D18-gDNA-s290.g585	500	4	1	8
7170	D18-gDNA-s290.g587	583	4	1	8
7171	D18-gDNA-s290.g588	338	4	1	8
7172	D18-gDNA-s291.g589	531	4	1	8
7173	D18-gDNA-s292.g590	501	4	1	8
7174	D18-gDNA-s292.g591	744	4	1	8
7175	D18-gDNA-s292.g592	310	4	1	8
7176	D18-gDNA-s293.g593	920	4	1	8
