id	name	length	belongsGroup	isSample	isType
5042	D36-s2_c7631-0-1	512	2	2	2
5043	D36-s2_c7678-0-1	1187	2	2	2
5044	D36-s2_c7678-0-2	1251	2	2	2
5045	D36-s2_c7699-0-1	1843	2	2	2
5046	D36-s2_c7822-0-1	780	2	2	2
5047	D36-s2_c7882-0-2	625	2	2	2
5048	D36-s2_c8032-0-1	807	2	2	2
5049	D36-s2_c8227-0-1	686	2	2	2
5050	D36-s2_c8274-0-3	531	2	2	2
5051	D36-s2_c8301-0-1	520	2	2	2
5052	D36-s2_c8359-0-1	565	2	2	2
5053	D36-s2_c8363-0-1	767	2	2	2
5054	D36-s2_c8399-0-2	852	2	2	2
5055	D36-s2_c8488-0-2	549	2	2	2
5056	D36-s2_c8657-0-1	932	2	2	2
5057	D36-s2_c8657-0-2	1031	2	2	2
5058	D36-s2_c8766-0-2	696	2	2	2
5059	D36-s2_c8868-0-1	1131	2	2	2
5060	D36-s2_c9013-0-1	836	2	2	2
5061	D36-s2_c9013-0-2	573	2	2	2
5062	D36-s2_c9105-0-1	1096	2	2	2
5063	D36-s2_c9139-0-1	1259	2	2	2
5064	D36-s2_c9139-0-2	1277	2	2	2
5065	D36-s2_c9179-0-2	950	2	2	2
5066	D36-s2_c9191-0-1	603	2	2	2
5067	D36-s2_c9191-0-2	652	2	2	2
5068	D36-s2_c9204-0-1	701	2	2	2
5069	D36-s2_c9207-0-1	608	2	2	2
5070	D36-s2_c9207-0-2	665	2	2	2
5071	D36-s2_c9478-0-1	628	2	2	2
5072	D36-s2_c9544-0-1	648	2	2	2
5073	D36-s2_c9563-0-1	556	2	2	2
5074	D36-s2_c9616-0-1	931	2	2	2
5075	D36-s2_c9682-0-1	655	2	2	2
5076	D36-s2_c9718-0-1	900	2	2	2
5077	D36-s2_c9768-0-1	648	2	2	2
5078	D36-s2_c9972-0-2	1157	2	2	2
5079	D36-s2_c10185-0-1	749	2	2	2
5080	D36-s2_c10224-0-1	1130	2	2	2
5081	D36-s2_c10276-0-1	1067	2	2	2
5082	D36-s2_c10332-0-2	579	2	2	2
5083	D36-s2_c10539-0-1	654	2	2	2
5084	D36-s2_c10635-0-1	840	2	2	2
5085	D36-s2_c10685-0-1	878	2	2	2
5086	D36-s2_c10788-0-1	619	2	2	2
5087	D36-s2_c10885-0-1	1710	2	2	2
5088	D36-s2_c10912-0-1	663	2	2	2
5089	D36-s2_c10957-0-1	1011	2	2	2
5090	D36-s2_c10957-0-2	1002	2	2	2
5091	D36-s2_c10972-0-1	1133	2	2	2
5092	D36-s2_c10972-0-2	1479	2	2	2
5093	D36-s2_c10972-0-3	1221	2	2	2
5094	D36-s2_c11025-0-1	600	2	2	2
5095	D36-s2_c11119-0-1	1408	2	2	2
5096	D36-s2_c11144-0-1	574	2	2	2
5097	D36-s2_c11184-0-1	820	2	2	2
5098	D36-s2_c11265-0-1	1541	2	2	2
5099	D36-s2_c11265-0-2	1346	2	2	2
5100	D36-s2_c11450-0-1	1146	2	2	2
5101	D36-s2_c11492-0-1	761	2	2	2
5102	D36-s2_c11532-0-1	1837	2	2	2
5103	D36-s2_c11532-0-2	1801	2	2	2
5104	D36-s2_c11545-0-3	899	2	2	2
5105	D36-s2_c11553-0-1	1709	2	2	2
5106	D36-s2_c11651-0-1	2198	2	2	2
5107	D36-s2_c11691-0-1	874	2	2	2
5108	D36-s2_c11829-0-1	778	2	2	2
5109	D36-s2_c11926-0-2	595	2	2	2
5110	D36-s2_c12091-0-1	873	2	2	2
5111	D36-s2_c12117-0-1	580	2	2	2
5112	D36-s2_c12308-0-1	875	2	2	2
5113	D36-s2_c12392-0-2	1224	2	2	2
5114	D36-s2_c12401-0-1	588	2	2	2
5115	D36-s2_c12454-0-1	573	2	2	2
5116	D36-s2_c12454-0-2	659	2	2	2
5117	D36-s2_c12513-0-1	763	2	2	2
5118	D36-s2_c12513-0-2	748	2	2	2
5119	D36-s2_c12567-0-1	804	2	2	2
5120	D36-s2_c12568-0-1	1322	2	2	2
5121	D36-s2_c12634-0-1	752	2	2	2
5122	D36-s2_c12644-0-1	754	2	2	2
5123	D36-s2_c12647-0-3	519	2	2	2
5124	D36-s2_c12685-0-1	544	2	2	2
5125	D36-s2_c12685-0-2	765	2	2	2
5126	D36-s2_c12855-0-1	726	2	2	2
5127	D36-s2_c12976-0-1	1052	2	2	2
5128	D36-s2_c13055-0-1	939	2	2	2
5129	D36-s2_c13206-0-1	1781	2	2	2
5130	D36-s2_c13422-0-1	699	2	2	2
5131	D36-s2_c13425-0-1	781	2	2	2
5132	D36-s2_c13505-0-1	926	2	2	2
5133	D36-s2_c13590-0-1	586	2	2	2
5134	D36-s2_c13622-0-1	1867	2	2	2
5135	D36-s2_c13780-0-1	745	2	2	2
5136	D36-s2_c13806-0-1	757	2	2	2
5137	D36-s2_c13815-0-1	604	2	2	2
5138	D36-s2_c13829-0-2	951	2	2	2
5139	D36-s2_c13829-0-3	881	2	2	2
5140	D36-s2_c13941-0-1	697	2	2	2
5141	D36-s2_c14127-0-1	900	2	2	2
5142	D36-s2_c14334-1-1	716	2	2	2
5143	D36-s2_c14360-0-1	1474	2	2	2
5144	D36-s2_c14419-0-1	1247	2	2	2
5145	D36-s2_c14447-0-1	700	2	2	2
5146	D36-s2_c14502-0-1	3509	2	2	2
5147	D36-s2_c14502-0-2	3365	2	2	2
5148	D36-s2_c14638-0-1	1918	2	2	2
5149	D36-s2_c14909-0-1	1701	2	2	2
5150	D36-s2_c14944-0-2	1837	2	2	2
5151	D36-s2_c15048-0-1	582	2	2	2
5152	D36-s2_c15118-0-1	1220	2	2	2
5153	D36-s2_c15217-0-2	666	2	2	2
5154	D36-s2_c15338-0-1	697	2	2	2
5155	D36-s2_c15526-0-1	1237	2	2	2
5156	D36-s2_c15595-0-1	1434	2	2	2
5157	D36-s2_c15609-0-1	1173	2	2	2
5158	D36-s2_c15637-0-1	1570	2	2	2
5159	D36-s2_c15718-0-1	1114	2	2	2
5160	D36-s2_c15909-0-1	636	2	2	2
5161	D36-s2_c15912-0-1	1609	2	2	2
5162	D36-s2_c15940-0-1	729	2	2	2
5163	D36-s2_c16028-0-1	1612	2	2	2
5164	D36-s2_c16053-0-1	1205	2	2	2
5165	D36-s2_c16213-0-1	1195	2	2	2
5166	D36-s2_c16221-0-2	1644	2	2	2
5167	D36-s2_c16263-0-1	2061	2	2	2
5168	D36-s2_c16346-0-1	1473	2	2	2
5169	D36-s2_c16404-0-4	628	2	2	2
5170	D36-s2_c16406-0-1	2023	2	2	2
5171	D36-s2_c16536-0-1	793	2	2	2
5172	D36-s2_c16536-0-2	612	2	2	2
5173	D36-s2_c16549-0-1	1015	2	2	2
5174	D36-s2_c16596-0-1	1398	2	2	2
5175	D36-s2_c16644-0-1	1426	2	2	2
5176	D36-s2_c16672-0-1	2647	2	2	2
5177	D36-s2_c16791-0-1	780	2	2	2
5178	D36-s2_c16845-0-1	2159	2	2	2
5179	D36-s2_c16845-0-2	2094	2	2	2
5180	D36-s2_c16851-0-3	625	2	2	2
5181	D36-s2_c16924-0-1	1269	2	2	2
5182	D36-s2_c17078-0-2	1017	2	2	2
5183	D36-s2_c17212-0-1	1907	2	2	2
5184	D36-s2_c17240-0-1	1746	2	2	2
5185	D36-s2_c17345-0-1	1449	2	2	2
5186	D36-s2_c17345-0-2	1340	2	2	2
5187	D36-s2_c17345-0-3	1553	2	2	2
5188	D36-s2_c17345-0-5	1236	2	2	2
5189	D36-s2_c17404-0-2	800	2	2	2
5190	D36-s2_c17422-0-3	691	2	2	2
5191	D36-s2_c17435-0-1	691	2	2	2
5192	D36-s2_c17435-0-2	767	2	2	2
5193	D36-s2_c17470-0-4	1697	2	2	2
5194	D36-s2_c17492-0-1	1281	2	2	2
5195	D36-s2_c17492-0-2	1300	2	2	2
5196	D36-s2_c17492-0-3	1000	2	2	2
5197	D36-s2_c17492-0-4	981	2	2	2
5198	D36-s2_c17511-0-1	816	2	2	2
5199	D36-s2_c17511-0-2	1088	2	2	2
5200	D36-s2_c17539-0-1	1120	2	2	2
5201	D36-s2_c17589-0-1	916	2	2	2
5202	D36-s2_c17589-0-2	886	2	2	2
5203	D36-s2_c17589-0-3	508	2	2	2
5204	D36-s2_c17589-0-4	785	2	2	2
5205	D36-s2_c17589-0-5	976	2	2	2
5206	D36-s2_c17594-0-1	707	2	2	2
5207	D36-s2_c17690-0-1	2268	2	2	2
5208	D36-s2_c17690-0-2	2431	2	2	2
5209	D36-s2_c17968-0-1	1555	2	2	2
5210	D36-s2_c17968-0-2	1076	2	2	2
5211	D36-s2_c17969-0-1	948	2	2	2
5212	D36-s2_c17969-0-2	991	2	2	2
5213	D36-s2_c17973-0-1	1787	2	2	2
5214	D36-s2_c18091-0-1	849	2	2	2
5215	D36-s2_c18242-0-1	1755	2	2	2
5216	D36-s2_c18310-0-1	1172	2	2	2
5217	D36-s2_c18352-0-1	1572	2	2	2
5218	D36-s2_c18382-0-1	1075	2	2	2
5219	D36-s2_c18456-0-8	695	2	2	2
5220	D36-s2_c18456-0-9	619	2	2	2
5221	D36-s2_c18463-0-1	2691	2	2	2
5222	D36-s2_c18495-0-4	1474	2	2	2
5223	D36-s2_c18495-0-5	1545	2	2	2
5224	D36-s2_c18495-0-9	1397	2	2	2
5225	D36-s2_c18637-0-2	530	2	2	2
5226	D36-s2_c18698-0-1	777	2	2	2
5227	D36-s2_c18713-0-1	1806	2	2	2
5228	D36-s2_c18826-0-1	629	2	2	2
5229	D36-s2_c18884-0-1	2006	2	2	2
5230	D36-s2_c18884-0-2	2015	2	2	2
5231	D36-s2_c19081-0-1	1070	2	2	2
5232	D36-s2_c19081-0-2	1313	2	2	2
5233	D36-s2_c19121-0-13	715	2	2	2
5234	D36-s2_c19282-0-1	879	2	2	2
5235	D36-s2_c19345-0-1	701	2	2	2
5236	D36-s2_c19345-0-3	731	2	2	2
5237	D36-s2_c19345-0-5	712	2	2	2
5238	D36-s2_c19402-0-1	964	2	2	2
5239	D36-s2_c19458-0-1	1030	2	2	2
5240	D36-s2_c19469-0-1	1604	2	2	2
5241	D36-s2_c19647-0-1	671	2	2	2
5242	D36-s2_c19709-0-1	529	2	2	2
5243	D36-s2_c19899-0-1	906	2	2	2
5244	D36-s2_c19899-0-2	689	2	2	2
5245	D36-s2_c19899-0-3	1041	2	2	2
5246	D36-s2_c19899-0-4	690	2	2	2
5247	D36-s2_c19899-0-5	825	2	2	2
5248	D36-s2_c20071-0-1	1461	2	2	2
5249	D36-s2_c20097-0-1	1083	2	2	2
5250	D36-s2_c20097-0-2	1089	2	2	2
5251	D36-s2_c20097-0-3	1016	2	2	2
5252	D36-s2_c20097-0-4	1116	2	2	2
5253	D36-s2_c20097-0-7	1022	2	2	2
5254	D36-s2_c20143-0-1	1639	2	2	2
5255	D36-s2_c20143-0-2	1627	2	2	2
5256	D36-s2_c20160-0-6	832	2	2	2
5257	D36-s2_c20160-0-9	736	2	2	2
5258	D36-s2_c20170-0-2	795	2	2	2
5259	D36-s2_c20201-0-1	834	2	2	2
5260	D36-s2_c20314-0-3	1250	2	2	2
5261	D36-s2_c20314-0-4	1250	2	2	2
5262	D36-s2_c20322-0-1	1951	2	2	2
5263	D36-s2_c20372-0-1	1598	2	2	2
5264	D36-s2_c20414-0-2	1868	2	2	2
5265	D36-s2_c20414-0-4	1654	2	2	2
5266	D36-s2_c20414-0-5	1200	2	2	2
5267	D36-s2_c20414-0-7	1796	2	2	2
5268	D36-s2_c20414-0-8	1544	2	2	2
5269	D36-s2_c20414-0-15	1295	2	2	2
5270	D36-s2_c20414-0-19	958	2	2	2
5271	D36-s2_c20414-0-20	1030	2	2	2
5272	D36-s2_c20414-0-22	1695	2	2	2
5273	D36-s2_c20414-0-23	1767	2	2	2
5274	D36-s2_c20414-0-24	1677	2	2	2
5275	D36-s2_c20414-0-26	1373	2	2	2
5276	D36-s2_c20414-0-27	1206	2	2	2
5277	D36-s2_c20414-0-28	1749	2	2	2
5278	D36-s2_c20414-0-30	1963	2	2	2
5279	D36-s2_c20414-0-33	1622	2	2	2
5280	D36-s2_c20414-0-34	1301	2	2	2
5281	D36-s2_c20414-0-41	952	2	2	2
5282	D36-s2_c20414-0-42	1891	2	2	2
5283	D36-s2_c20414-0-49	1600	2	2	2
5284	D36-s2_c20414-0-51	1278	2	2	2
5285	D36-s2_c20414-0-56	1582	2	2	2
5286	D36-s2_c20426-0-1	1334	2	2	2
5287	D36-s2_c20489-0-1	538	2	2	2
5288	D36-s2_c20517-0-3	2108	2	2	2
5289	D36-s2_c20586-0-1	2381	2	2	2
5290	D36-s2_c20724-0-1	1272	2	2	2
5291	D36-s2_c20747-0-5	800	2	2	2
5292	D36-s2_c20747-0-6	839	2	2	2
5293	D36-s2_c21360-0-1	2492	2	2	2
5294	D36-s2_c21360-0-3	2585	2	2	2
5295	D36-s2_c21360-0-4	1718	2	2	2
5296	D36-s2_c21360-0-5	1625	2	2	2
5297	D36-s2_c21383-0-2	2456	2	2	2
5298	D36-s2_c21395-0-3	1058	2	2	2
5299	D36-s2_c21395-0-6	1968	2	2	2
5300	D36-s2_c21395-0-8	2073	2	2	2
5301	D36-s2_c21402-0-1	1296	2	2	2
5302	D36-s2_c21402-0-2	1521	2	2	2
5303	D36-s2_c21451-0-3	652	2	2	2
5304	D36-s2_c21451-0-4	528	2	2	2
5305	D36-s2_c21614-0-1	1501	2	2	2
5306	D36-s2_c21614-0-2	1307	2	2	2
5307	D36-s2_c21663-0-1	1042	2	2	2
5308	D36-s2_c21663-0-2	707	2	2	2
5309	D36-s2_c21663-0-3	889	2	2	2
5310	D36-s2_c21663-0-4	719	2	2	2
5311	D36-s2_c21663-0-5	860	2	2	2
5312	D36-s2_c21663-0-7	1054	2	2	2
5313	D36-s2_c21663-0-8	649	2	2	2
5314	D36-s2_c21663-0-9	901	2	2	2
5315	D36-s2_c21663-0-10	872	2	2	2
5316	D36-s2_c21702-0-1	2110	2	2	2
5317	D36-s2_c21837-0-1	912	2	2	2
5318	D36-s2_c21856-0-2	1598	2	2	2
5319	D36-s2_c21873-0-1	1510	2	2	2
5320	D36-s2_c21928-0-1	843	2	2	2
5321	D36-s2_c21983-0-1	2084	2	2	2
5322	D36-s2_c22093-0-1	866	2	2	2
5323	D36-s2_c22105-0-1	2374	2	2	2
5324	D36-s2_c22167-0-1	1824	2	2	2
5325	D36-s2_c22203-0-1	2061	2	2	2
5326	D36-s2_c22214-0-2	625	2	2	2
5327	D36-s2_c22290-0-1	1508	2	2	2
5328	D36-s2_c22290-0-3	1567	2	2	2
5329	D36-s2_c22290-0-4	1584	2	2	2
5330	D36-s2_c22316-0-1	1348	2	2	2
5331	D36-s2_c22422-0-1	745	2	2	2
5332	D36-s2_c22422-0-2	1342	2	2	2
5333	D36-s2_c22422-0-4	527	2	2	2
5334	D36-s2_c22574-0-1	1359	2	2	2
5335	D36-s2_c22580-0-1	1402	2	2	2
5336	D36-s2_c22744-0-1	1380	2	2	2
5337	D36-s2_c22782-0-1	2134	2	2	2
5338	D36-s2_c22782-0-2	2109	2	2	2
5339	D36-s2_c22821-0-2	690	2	2	2
5340	D36-s2_c22931-0-3	1474	2	2	2
5341	D36-s2_c22968-0-1	1521	2	2	2
5342	D36-s2_c22968-0-2	1802	2	2	2
5343	D36-s2_c22988-0-1	1547	2	2	2
5344	D36-s2_c22988-0-2	766	2	2	2
5345	D36-s2_c23065-0-3	1204	2	2	2
5346	D36-s2_c23186-0-1	2460	2	2	2
5347	D36-s2_c23186-0-2	2347	2	2	2
5348	D36-s2_c23187-0-1	1822	2	2	2
5349	D36-s2_c23187-0-2	1865	2	2	2
5350	D36-s2_c23187-0-3	1467	2	2	2
5351	D36-s2_c23187-0-4	1792	2	2	2
5352	D36-s2_c23187-0-5	1540	2	2	2
5353	D36-s2_c23187-0-6	1497	2	2	2
5354	D36-s2_c23187-0-7	1749	2	2	2
5355	D36-s2_c23187-0-8	1424	2	2	2
5356	D36-s2_c23197-0-1	2530	2	2	2
5357	D36-s2_c23247-0-1	604	2	2	2
5358	D36-s2_c23247-0-2	1369	2	2	2
5359	D36-s2_c23247-0-3	1349	2	2	2
5360	D36-s2_c23309-0-1	1923	2	2	2
5361	D36-s2_c23309-0-2	1784	2	2	2
5362	D36-s2_c23309-0-3	1945	2	2	2
5363	D36-s2_c23322-0-2	782	2	2	2
5364	D36-s2_c23322-0-7	557	2	2	2
5365	D36-s2_c23322-0-10	1021	2	2	2
5366	D36-s2_c23325-0-1	597	2	2	2
5367	D36-s2_c23325-0-2	1260	2	2	2
5368	D36-s2_c23351-0-1	897	2	2	2
5369	D36-s2_c23351-0-3	807	2	2	2
5370	D36-s2_c23351-0-4	934	2	2	2
5371	D36-s2_c23356-0-1	2542	2	2	2
5372	D36-s2_c23447-0-1	2035	2	2	2
5373	D36-s2_c23447-0-2	2035	2	2	2
5374	D36-s2_c23479-0-1	1241	2	2	2
5375	D36-s2_c23513-0-1	1597	2	2	2
5376	D36-s2_c23513-0-2	1534	2	2	2
5377	D36-s2_c23513-0-3	1577	2	2	2
5378	D36-s2_c23610-0-1	1711	2	2	2
5379	D36-s2_c23655-0-4	644	2	2	2
5380	D36-s2_c23731-0-2	737	2	2	2
5381	D36-s2_c23742-0-1	776	2	2	2
5382	D36-s2_c23742-0-2	698	2	2	2
5383	D36-s2_c23742-0-3	753	2	2	2
5384	D36-s2_c23745-0-1	1001	2	2	2
5385	D36-s2_c23745-0-2	984	2	2	2
5386	D36-s2_c23805-0-1	1434	2	2	2
5387	D36-s2_c24065-0-15	598	2	2	2
5388	D36-s2_c24098-0-2	565	2	2	2
5389	D36-s2_c24154-0-1	2194	2	2	2
5390	D36-s2_c24154-0-2	2300	2	2	2
5391	D36-s2_c24165-0-6	605	2	2	2
5392	D36-s2_c24165-0-11	669	2	2	2
5393	D36-s2_c24233-0-1	1571	2	2	2
5394	D36-s2_c24307-0-8	739	2	2	2
5395	D36-s2_c24360-0-1	1665	2	2	2
5396	D36-s2_c24399-0-1	502	2	2	2
5397	D36-s2_c24399-0-2	1504	2	2	2
5398	D36-s2_c24399-0-3	573	2	2	2
5399	D36-s2_c24423-0-2	714	2	2	2
5400	D36-s2_c24423-0-3	701	2	2	2
5401	D36-s2_c24453-0-1	1910	2	2	2
5402	D36-s2_c24487-0-2	1194	2	2	2
5403	D36-s2_c24543-0-1	714	2	2	2
5404	D36-s2_c24543-0-2	1797	2	2	2
5405	D36-s2_c24570-0-1	1626	2	2	2
5406	D36-s2_c24680-0-19	656	2	2	2
5407	D36-s2_c24680-0-27	660	2	2	2
5408	D36-s2_c24719-0-1	2473	2	2	2
5409	D36-s2_c24812-0-2	787	2	2	2
5410	D36-s2_c24829-0-1	1368	2	2	2
5411	D36-s2_c24829-0-2	989	2	2	2
5412	D36-s2_c24846-0-1	882	2	2	2
5413	D36-s2_c24852-0-13	817	2	2	2
5414	D36-s2_c24941-0-2	648	2	2	2
5415	D36-s2_c24959-0-1	1619	2	2	2
5416	D36-s2_c24972-0-1	1808	2	2	2
5417	D36-s2_c24972-0-2	3038	2	2	2
5418	D36-s2_c24972-0-3	865	2	2	2
5419	D36-s2_c24979-0-2	796	2	2	2
5420	D36-s2_c24979-0-3	1105	2	2	2
5421	D36-s2_c25028-0-3	1262	2	2	2
5422	D36-s2_c25044-0-1	1400	2	2	2
5423	D36-s2_c25044-0-2	1411	2	2	2
5424	D36-s2_c25158-0-1	922	2	2	2
5425	D36-s2_c25158-1-1	1732	2	2	2
5426	D36-s2_c25186-0-1	1829	2	2	2
5427	D36-s2_c25187-0-1	2913	2	2	2
5428	D36-s2_c25230-0-1	1836	2	2	2
5429	D36-s2_c25277-0-2	716	2	2	2
5430	D36-s2_c25283-0-1	2201	2	2	2
5431	D36-s2_c25283-0-2	2273	2	2	2
5432	D36-s2_c25354-0-1	864	2	2	2
5433	D36-s2_c25354-0-2	1608	2	2	2
5434	D36-s2_c25354-0-3	737	2	2	2
5435	D36-s2_c25354-0-4	847	2	2	2
5436	D36-s2_c25354-0-5	1498	2	2	2
5437	D36-s2_c25354-0-6	1625	2	2	2
5438	D36-s2_c25354-0-7	1834	2	2	2
5439	D36-s2_c25354-0-8	974	2	2	2
5440	D36-s2_c25354-0-9	1073	2	2	2
5441	D36-s2_c25354-0-10	1735	2	2	2
5442	D36-s2_c25444-0-1	3133	2	2	2
5443	D36-s2_c25462-0-1	1507	2	2	2
5444	D36-s2_c25462-0-2	1445	2	2	2
5445	D36-s2_c25462-0-3	1518	2	2	2
5446	D36-s2_c25462-0-4	1580	2	2	2
5447	D36-s2_c25464-0-1	1800	2	2	2
5448	D36-s2_c25464-0-2	1726	2	2	2
5449	D36-s2_c25464-0-3	1898	2	2	2
5450	D36-s2_c25464-0-4	1845	2	2	2
5451	D36-s2_c25464-0-5	1771	2	2	2
5452	D36-s2_c25464-0-7	1824	2	2	2
5453	D36-s2_c25488-0-6	609	2	2	2
5454	D36-s2_c25560-0-1	1047	2	2	2
5455	D36-s2_c25560-0-2	1109	2	2	2
5456	D36-s2_c25560-0-3	1094	2	2	2
5457	D36-s2_c25564-0-1	1991	2	2	2
5458	D36-s2_c25761-0-1	1252	2	2	2
5459	D36-s2_c25761-0-2	3694	2	2	2
5460	D36-s2_c25792-0-1	1755	2	2	2
5461	D36-s2_c25822-0-3	1024	2	2	2
5462	D36-s2_c25822-0-9	973	2	2	2
5463	D36-s2_c25822-0-13	1062	2	2	2
5464	D36-s2_c25823-0-1	604	2	2	2
5465	D36-s2_c25879-0-2	533	2	2	2
5466	D36-s2_c25970-0-1	1816	2	2	2
5467	D36-s2_c26009-0-1	2778	2	2	2
5468	D36-s2_c26009-0-2	2867	2	2	2
5469	D36-s2_c26009-0-3	2304	2	2	2
5470	D36-s2_c26009-0-4	2063	2	2	2
5471	D36-s2_c26009-0-5	798	2	2	2
5472	D36-s2_c26009-0-6	2448	2	2	2
5473	D36-s2_c26009-0-7	1974	2	2	2
5474	D36-s2_c26009-0-8	2393	2	2	2
5475	D36-s2_c26009-0-9	2565	2	2	2
5476	D36-s2_c26009-0-10	2146	2	2	2
5477	D36-s2_c26009-0-11	2476	2	2	2
5478	D36-s2_c26009-0-12	2235	2	2	2
5479	D36-s2_c26009-0-13	887	2	2	2
5480	D36-s2_c26009-0-14	2537	2	2	2
5481	D36-s2_c26042-0-1	2299	2	2	2
5482	D36-s2_c26069-0-14	1103	2	2	2
5483	D36-s2_c26069-0-15	1336	2	2	2
5484	D36-s2_c26069-0-16	500	2	2	2
5485	D36-s2_c26162-1-14	866	2	2	2
5486	D36-s2_c26162-1-16	840	2	2	2
5487	D36-s2_c26162-1-17	867	2	2	2
5488	D36-s2_c26193-0-13	827	2	2	2
5489	D36-s2_c26193-0-14	855	2	2	2
5490	D36-s2_c26197-0-1	1726	2	2	2
5491	D36-s2_c26199-0-23	1448	2	2	2
5492	D36-s2_c26199-0-28	885	2	2	2
5493	D36-s2_c26205-0-14	858	2	2	2
5494	D36-s2_c26243-0-6	946	2	2	2
5495	D36-s2_c26243-0-9	804	2	2	2
5496	D36-s2_c26243-0-11	714	2	2	2
5497	D36-s2_c26284-0-1	840	2	2	2
5498	D36-s2_c26284-0-2	623	2	2	2
5499	D36-s2_c26284-0-6	753	2	2	2
5500	D36-s2_c26284-0-7	515	2	2	2
5501	D36-s2_c26284-0-8	536	2	2	2
5502	D36-s2_c26284-0-9	777	2	2	2
5503	D36-s2_c26284-0-10	511	2	2	2
5504	D36-s2_c26298-0-16	887	2	2	2
5505	D36-s2_c26335-0-23	874	2	2	2
5506	D36-s2_c26344-0-2	514	2	2	2
5507	D36-s2_c26430-0-8	830	2	2	2
5508	D36-s2_c26437-0-22	3457	2	2	2
5509	D36-s2_c26523-0-7	1880	2	2	2
5510	D36-s2_c26620-0-1	2721	2	2	2
5511	D36-s2_c26620-0-2	2678	2	2	2
5512	D36-s2_c26657-0-18	1217	2	2	2
5513	D36-s2_c26748-0-2	1194	2	2	2
5514	D36-s2_c26751-0-6	1025	2	2	2
5515	D36-s2_c26774-0-5	1076	2	2	2
5516	D36-s2_c26774-0-10	1177	2	2	2
5517	D36-s2_c26774-0-11	2044	2	2	2
5518	D36-s2_c26774-0-15	2391	2	2	2
5519	D36-s2_c26774-0-19	2157	2	2	2
5520	D36-s2_c26774-0-20	1310	2	2	2
5521	D36-s2_c26774-0-22	1189	2	2	2
5522	D36-s2_c26774-0-24	1423	2	2	2
5523	D36-s2_c26774-0-25	621	2	2	2
5524	D36-s2_c26774-0-26	2278	2	2	2
5525	D36-s2_c26801-0-21	530	2	2	2
5526	D36-s2_c26808-0-1	1528	2	2	2
5527	D36-s2_c26808-0-2	1493	2	2	2
5528	D36-s2_c26844-1-2	564	2	2	2
5529	D36-s2_c26846-0-1	901	2	2	2
5530	D36-s2_c26858-0-1	1677	2	2	2
5531	D36-s2_c26858-0-2	951	2	2	2
5532	D36-s2_c26858-0-4	1045	2	2	2
5533	D36-s2_c26858-0-6	1272	2	2	2
5534	D36-s2_c26858-0-8	1228	2	2	2
5535	D36-s2_c26858-0-9	1322	2	2	2
5536	D36-s2_c26858-0-10	1296	2	2	2
5537	D36-s2_c26858-0-11	1355	2	2	2
5538	D36-s2_c26858-0-12	1628	2	2	2
5539	D36-s2_c26858-0-13	1638	2	2	2
5540	D36-s2_c26858-0-14	1533	2	2	2
5541	D36-s2_c26858-0-15	1627	2	2	2
5542	D36-s2_c26858-0-16	1202	2	2	2
5543	D36-s2_c26858-0-17	1261	2	2	2
5544	D36-s2_c26858-0-18	1307	2	2	2
5545	D36-s2_c26858-0-19	1213	2	2	2
5546	D36-s2_c26858-0-20	1534	2	2	2
